Security Code,Issuer Name,Security Id,Security Name,ISIN No
512589,Sita Enterprises LTD.,SITAENT,SITA ENTERPRISES LTD.,INE579D01019
512591,Pulsar International Limited,PULSRIN,PULSAR INTERNATIONAL LTD.,INE183U01014
512597,KEYNOTE FINANCIAL SERVICES LIMITED,KEYFINSER,Keynote Financial Services Ltd,INE681C01015
512599,Adani Enterprises Ltd.,ADANIENT,ADANI ENTERPRISES LTD.,INE423A01024
512604,Haria Exports Ltd.,HARIAEXPO,HARIA EXPORTS LTD.-$,INE772B01014
512608,Bhandari Hosiery Exports Ltd.,BHANDHOS,BHANDARI HOSIERY EXPORTS LTD.,INE474E01029
512618,RLF Ltd.,RLF,RLF LTD.,INE629C01014
512624,Regent Enterprises Limited,REGENTRP,Regent Enterprises Ltd,INE769D01016
512626,Orbit Exports Ltd.,ORBTEXP,ORBIT EXPORTS LTD.,INE231G01010
512634,Savera Industries Ltd.,SAVERA,SAVERA INDUSTRIES LTD.,INE104E01014
513005,V.B.C. Ferro Alloys Ltd.,VBCFERROQ,VBC FERRO ALLOYS LTD.-$,INE114E01013
513010,TATA STEEL LONG PRODUCTS LIMITED,TATASTLLP,Tata Steel Long Products Ltd,INE674A01014
513023,NAVA LIMITED,NAVA,Nava Ltd,INE725A01022
513039,Hindusthan Udyog Ltd,ZHINUDYP,HINDUSTHAN UDYOG LTD.,INE582K01018
513043,Remi Edelstahl Tubulars Limited,REMIEDEL,Remi Edelstahl Tubulars Limited,INE158G01015
513059,"G.S. Auto International Ltd.,",GSAUTO,G.S.AUTO INTERNATIONAL LTD.,INE736H01024
513063,"Trans-Freight Containers Ltd.,",TRANSFRE,TRANS-FREIGHT CONTAINERS LTD.,INE360D01014
513097,"Shivalik Bimetal Controls Ltd.,",SHBCLQ,SHIVALIK BIMETAL CONTROLS LTD.,INE386D01027
513108,"Gandhi Special Tubes Ltd.,",GANDHITUBE,GANDHI SPECIAL TUBES LTD.-$,INE524B01027
513117,"Amforge Industries Ltd.,",AMFORG,AMFORGE INDUSTRIES LTD.,INE991A01020
513119,ABC Gas (International) Ltd.,ABCGAS,ABC GAS (INTERNATIONAL) LTD.,INE173M01012
513121,Oricon Enterprises Ltd.,ORICON,ORICON ENTERPRISES LTD.-$,INE730A01022
513149,"Acrow (India) Ltd.,",ACROW,ACROW INDIA LTD.,INE950D01012
513173,Steel Strips Infrastructures Limited,STLSTRINF,STEEL STRIPS INFRASTRUCTURES LTD.,INE205F01016
513179,National Steel & Agro Industries Ltd.,NATNLSTEEL,NATIONAL STEEL & AGRO INDUSTRIES LTD.,INE088B01015
513228,"Pennar Industries Ltd.,",PENIND,PENNAR INDUSTRIES LTD.-$,INE932A01024
513250,"Jyoti Structures Ltd.,",JYOTISTRUC,JYOTI STRUCTURES LTD.,INE197A01024
513252,Jay Ushin Ltd.,JAYUSH,JAY USHIN LTD.,INE289D01015
513262,Steel Strips & Wheels Ltd,SSWL,STEEL STRIPS WHEELS LTD.-$,INE802C01033
513269,Man Industries (India) Ltd,MANINDS,MAN INDUSTRIES (INDIA) LTD.-$,INE993A01026
513295,IMEC SERVICES LIMITED,IMEC,Imec Services Ltd,INE611C01012
513303,Modern Steels Limited,MDRNSTL,MODERN STEELS LTD.-$,INE001F01019
513307,"Synthiko Foils Ltd.,",SYNTHFO,SYNTHIKO FOILS LTD.,INE363L01029
513309,Golkonda Aluminium Extrusions Ltd,GOLKONDA,Golkonda Aluminium Extrusions Ltd-$,INE327C01031
513335,Metalyst Forgings Limited,METALFORGE,Metalyst Forgings Limited,INE425A01011
513337,Gujarat Toolroom Ltd.,GUJTLRM,GUJARAT TOOLROOM LTD.,INE145J01032
513349,Ajmera Realty & Infra India Limited,AJMERA,AJMERA REALTY & INFRA INDIA LTD.,INE298G01027
513353,"Cochin Minerals & Rutile Ltd.,",COCHINM,COCHIN MINERALS & RUTILE LTD.-$,INE105D01013
513361,India Steel Works Ltd,ISWL,INDIA STEEL WORKS LTD.,INE072A01029
513369,KRISHANVEER FORGE LIMITED,KVFORGE,Krishanveer Forge Ltd,INE013J01016
513375,"Carborundum Universal Ltd.,",CARBORUNIV,CARBORUNDUM UNIVERSAL LTD.,INE120A01034
513377,"MMTC Ltd.,",MMTC,MMTC LTD.,INE123F01029
513397,Vallabh Steels ltd,VALLABHSQ,VALLABH STEELS LTD.-$,INE457E01016
513401,Ashiana Ispat Limited,ASHIS,ASHIANA ISPAT LTD.,INE587D01012
513403,P.M. Telelinnks Limited,PMTELELIN,P.M.TELELINNKS LTD.,INE092C01015
513418,Smiths & Founders (India) Limited,SMFIL,Smiths & Founders (India) Limited,INE728B01032
513422,Bloom Industries Ltd,BLOIN,BLOOM INDUSTRIES LTD.,INE373E01015
513430,Maitri Enterprises Limited,MAITRI,Maitri Enterprises Ltd,INE501L01024
513434,Tata Metaliks Ltd,TATAMETALI,TATA METALIKS LTD.,INE056C01010
513436,Shah Alloys Limited,SHAHALLOYS,SHAH ALLOYS LTD.,INE640C01011
513446,JSW ISPAT SPECIAL PRODUCTS LIMITED,JSWISPL,JSW Ispat Special Products Ltd,INE743C01021
513452,Elango Industries Ltd,ELANGO,ELANGO INDUSTRIES LTD.,INE594D01018
513456,Kanishk Steel Industries Ltd,KANSHST,KANISHK STEEL INDUSTRIES LTD.,INE791E01018
513460,Mahalaxmi Seamless Ltd.,MAHALXSE,MAHALAXMI SEAMLESS LTD.-$,INE257F01017
513472,Simplex Castings Ltd.,SIMPLEXCAS,SIMPLEX CASTINGS LTD.,INE658D01011
513488,Shree Steel Wire Ropes Ltd.,SSWRL,SHREE STEEL WIRE ROPES LTD.,INE387D01025
513498,Southern Magnesium And Chemicals Lt,SOUTHMG,SOUTHERN MAGNESIUM & CHEMICALS LTD.,INE308N01012
513502,Baroda Extrusion Ltd.,BAROEXT,BARODA EXTRUSION LTD.,INE927K01023
513507,Gujarat Containers Ltd.,GUJCONT,GUJARAT CONTAINERS LTD.,INE276I01011
513509,Kalyani Forge Ltd.,KALYANIFRG,KALYANI FORGE LTD.,INE314G01014
513511,Panchmahal Steel Ltd.,PANCHMAHQ,PANCHMAHAL STEEL LTD.,INE798F01010
513513,Aditya Ispat Ltd.,ADITYA,ADITYA ISPAT LTD.,INE570B01012
513517,Steelcast Ltd.,STEELCAS,STEELCAST LTD.,INE124E01020
513519,PITTI ENGINEERING LIMITED,PITTIENG,Pitti Engineering Ltd-$,INE450D01021
513528,Glittek Granites Ltd.,GLITTEKG,GLITTEK GRANITES LTD.,INE741B01027
513532,Pradeep Metals Ltd.,PRADPME,PRADEEP METALS LTD.,INE770A01010
513536,Gujarat Natural Resources Limited,GNRL,Gujarat Natural Resources Limited,INE207H01018
513548,Sharda Ispat Ltd.,SHRDAIS,SHARDA ISPAT LTD.,INE385M01012
513554,Mahamaya Steel Industries Limited,MAHASTEEL,MAHAMAYA STEEL INDUSTRIES LTD.,INE451L01014
513575,Sterling Powergensys Limited,STERPOW,Sterling Powergensys Limited,INE067E01013
513579,Foundry Fuel Products Ltd.,FFPL,FOUNDRY FUEL PRODUCTS LTD.,INE617C01027
513599,Hindustan Copper Ltd.,HINDCOPPER,HINDUSTAN COPPER LTD.,INE531E01026
513629,Tulsyan NEC Ltd,TULSYAN,TULSYAN NEC LTD.-$,INE463D01016
513642,Axel Polymers Ltd.,AXELPOLY,AXEL POLYMERS LTD.,INE197C01012
513683,NLC India Limited,NLCINDIA,NLC India Ltd,INE589A01014
513687,Spectra Industries Ltd.,SPECTRA,SPECTRA INDUSTRIES LTD.,INE848B01012
513693,KIC Metaliks Ltd.,KAJARIR,KIC METALIKS LTD.,INE434C01027
513699,Solid Stone Company Ltd.,SOLIDSTON,SOLID STONE COMPANY LTD.,INE584G01012
513709,Shilp Gravures Ltd.,SHILGRAVQ,SHILP GRAVURES LTD.-$,INE960A01017
513713,White Organic Agro Limited,WHITEORG,White Organic Agro Ltd,INE146C01019
513721,MFS Intercorp Limited,MFSINTRCRP,MFS INTERCORP LTD.,INE614F01019
513729,Aro Granite Industries Ltd.,AROGRANITE,ARO GRANITE INDUSTRIES LTD.-$,INE210C01013
514010,"Himachal Fibres Ltd.,",HIMFIBP,HIMACHAL FIBRES LTD.,INE723D01021
514028,Rajkamal Synthetics Ltd.,RAJKSYN,RAJKAMAL SYNTHETICS LTD.,INE376L01013
514030,"Deepak Spinners Ltd.,",DEEPAKSP,DEEPAK SPINNERS LTD.-$,INE272C01013
514036,Loyal Textiles Mills Ltd,LOYALTEX,LOYAL TEXTILE MILLS LTD.-$,INE970D01010
514043,"Himatsingka Seide Ltd.,",HIMATSEIDE,HIMATSINGKA SEIDE LTD.,INE049A01027
514045,"BSL Ltd.,",BSL,BSL LTD.,INE594B01012
514060,Evergreen Textiles Limited,EVERTEX,Evergreen Textiles Limited,INE229N01010
514087,"P.B.M. Polytex Ltd.,",PBMPOLY,PBM POLYTEX LTD.-$,INE501F01018
514113,"Adinath Textiles Ltd.,",ADINATH,ADINATH TEXTILES LTD.,INE207C01019
514128,Konark Synthetics  Ltd,KONARKSY,KONARK SYNTHETIC LTD.,INE517D01019
514138,"Suryalata Spinning Mills Ltd.,",SURYALA,SURYALATA SPINNING MILLS LTD.-$,INE132C01027
514140,"Suryavanshi Spinning Mills Ltd.,",SURYVANSP,SURYAVANSHI SPINNING MILLS LTD.-$,INE431C01023
514142,T T Ltd,TTL,T T LTD.-$,INE592B01016
514162,Welspun India Ltd,WELSPUNIND,WELSPUN INDIA LTD.,INE192B01031
514165,Indian Acrylics Ltd,INDIANACRY,INDIAN ACRYLICS LTD.,INE862B01013
514167,Ganesha Ecosphere Limited,GANECOS,GANESHA ECOSPHERE LTD.,INE845D01014
514171,Ceeta Industries Ltd.,CEETAIN,CEETA INDUSTRIES LTD.,INE760J01012
514175,"Vardhman Polytex Ltd.,",VARDMNPOLY,VARDHMAN POLYTEX LTD.,INE835A01011
514177,Rishabh Special Yarns Ltd,RISHYRN,RISHAB SPECIAL YARNS LTD.,INE351D01013
514183,Black Rose Industries Ltd,BLACKROSE,BLACK ROSE INDUSTRIES LTD.,INE761G01016
514197,S & T Corporation Limited,STCORP,S&T CORPORATION LTD.,INE110Q01023
514211,Sumeet Industries Ltd,SUMEETINDS,SUMEET INDUSTRIES LTD.-$,INE235C01010
514215,"Binny Ltd.,",BINNY,BINNY LTD.,INE118K01011
514223,Ramgopal Polytex Ltd,RAMGOPOLY,RAMGOPAL POLYTEX LTD.,INE410D01017
514234,Sangam (India) Ltd,SANGAMIND,SANGAM (INDIA) LTD.,INE495C01010
514236,TTL ENTERPRISES LIMITED,TTLEL,TTL Enterprises Ltd,INE664X01025
514238,MKVENTURES CAPITAL LIMITED,MKVENTURES,Mkventures Capital Ltd,INE874A01010
514240,Kush Industries Limited,KUSHIND,Kush Industries Ltd,INE979D01011
514248,Sree chem Resins Ltd,SRECR,SREECHEM RESINS LTD.,INE377C01010
514260,Surbhi Industries Limited,SURBHIN,SURBHI INDUSTRIES LTD.,INE899E01019
514264,Seasons Textiles Ltd,SEASONST,SEASONS TEXTILES LTD.-$,INE707B01010
514266,Zenith Fibres Limited,ZENIFIB,ZENITH FIBRES LTD.-$,INE106C01013
514272,Bhilwara Spinners Ltd,BHILSPIN,BHILWARA SPINNERS LTD.,INE436C01014
514274,"Aarvee Denims & Exports Ltd.,",AARVEEDEN,AARVEE DENIMS & EXPORTS LTD.,INE273D01019
514280,Sanrhea Technical Textiles Ltd.,SANTETX,SANRHEA TECHNICAL TEXTILES LTD.,INE589J01015
514286,Ashima Ltd,ASHIMASYN,ASHIMA LTD.,INE440A01010
514300,Pioneer Embroideries Ltd.,PIONEEREMB,PIONEER EMBROIDERIES LTD.-$,INE156C01018
514302,Vippy Spinpro Ltd.,VIPPYSP,VIPPY SPINPRO LTD.,INE660D01017
514312,Jaihind Synthetics Ltd.,JAIHINDS,JAIHIND SYNTHETICS LTD.,INE156E01014
514316,Raghuvir Synthetics Ltd.,RAGHUSYN,RAGHUVIR SYNTHETICS LTD.,INE969C01022
514318,Jattashankar Industries Limited,JATTAINDUS,JATTASHANKAR INDUSTIES LTD.,INE722N01014
514322,Kamadgiri Fashion Limited,KAMADGIRI,KAMADGIRI FASHION LTD.-$,INE535C01013
514326,Patspin India Ltd.,PATSPINLTD,PATSPIN INDIA LTD.,INE790C01014
514330,ONE GLOBAL SERVICE PROVIDER LIMITED,ONEGLOBAL,One Global Service Provider Ltd,INE670O01013
514332,Neo Infracon Ltd.,NEOINFRA,NEO INFRACON LTD.,INE216I01017
514336,GENESIS IBRC INDIA LIMITED,GENESIS,Genesis Ibrc India Ltd,INE194N01016
514354,Premier Polyfilm Ltd.,PREMIERPOL,PREMIER POLYFILM LTD.,INE309M01012
514358,EVERLON FINANCIALS LIMITED,EVERFIN,Everlon Financials Ltd,INE339D01034
514360,K&R RAIL ENGINEERING LIMITED,KRRAIL,K&R Rail Engineering Ltd,INE078T01026
514378,Yarn Syndicate Ltd.,YARNSYN,YARN SYNDICATE LTD.,INE564C01013
514386,Gujarat Cotex Ltd,GUJCOTEX,GUJARAT COTEX LTD.,INE004C01028
514400,Garware Synthetics Ltd.,GARWSYN,GARWARE SYNTHETICS LTD.,INE340D01016
514412,SARUP INDUSTRIES LIMITED,SARUPINDUS,SARUP INDUSTRIES LTD.-$,INE305D01019
514418,Mangalam Organics Limited,MANORG,Mangalam Organics Limited,INE370D01013
514428,Hindustan Adhesives Ltd.,HINDADH,HINDUSTAN ADHESIVES LTD.,INE074C01013
514442,Sri KPR Industries Ltd,SRIKPRIND,SRI KPR INDUSTRIES LTD.,INE009C01019
514448,"Jyoti Resins & Adhesives Ltd,",JYOTIRES,JYOTI RESINS & ADHESIVES LTD.,INE577D01013
514450,Mahalaxmi Rubtech Ltd.,MHLXMIRU,MAHALAXMI RUBTECH LTD.,INE112D01035
514454,Southern Latex Ltd.,SOUTLAT,SOUTHERN LATEX LTD.,INE410M01018
514470,Winsome Textile Industries Ltd,WINSOMTX,WINSOME TEXTILE INDUSTRIES LTD.-$,INE837B01031
515008,"Modern Insulators Ltd.,",MODINSU,MODERN INSULATORS LTD.,INE219W01012
515018,Regency Ceramics Ltd,REGENCERAM,REGENCY CERAMICS LTD.,INE277C01012
515030,Asahi India Glass Ltd.,ASAHIINDIA,ASAHI INDIA GLASS LTD.,INE439A01020
515037,"Murudeshwar Ceramics Ltd.,",MURUDCERA,MURUDESHWAR CERAMICS LTD.,INE692B01014
515043,Saint-Gobain Sekurit India Ltd.,SAINTGOBAIN,SAINT-GOBAIN SEKURIT INDIA LTD.,INE068B01017
515055,Anant Raj Limited,ANANTRAJ,Anant Raj Limited-$,INE242C01024
515059,"Madhusudan Industries Ltd.,",MADHUDIN,MADHUSUDAN INDUSTRIES LTD.,INE469C01023
515085,Restile Ceramics Ltd.,RESTILE,RESTILE CERAMICS LTD.,INE298E01022
515093,"Madhav Marbles & Granites Ltd.,",MADHAV,MADHAV MARBLES & GRANITES LTD.,INE925C01016
515127,Ramasigns Industries Limited,RAMASIGNS,Ramasigns Industries Ltd,INE650D01026
515147,Haldyn Glass Limited,HALDYNGL,Haldyn Glass Ltd-$,INE506D01020
516003,DUROPLY INDUSTRIES LIMITED,DUROPLY,Duroply Industries Ltd,INE932D01010
516016,"Shreyans Industries Limited.,",SHREYANIND,SHREYANS INDUSTRIES LTD.-$,INE231C01019
516020,Agio Paper & Industries Limited,AGIOPAPER,AGIO PAPER & INDUSTRIES LTD.-$,INE112C01011
516022,Star Paper Mills Ltd.,STARPAPER,STAR PAPER MILLS LTD.,INE733A01018
516030,YASH PAKKA LIMITED,YASHPAKKA,Yash Pakka Ltd-$,INE551D01018
516062,National Plywood Industries Ltd.,NATPLY,NATIONAL PLYWOOD INDUSTRIES LTD.,INE497C01016
516064,Arrow Greentech Limited,ARROWGREEN,Arrow Greentech Ltd,INE570D01018
516072,Vishnu Chemicals Limited,VISHNU,VISHNU CHEMICALS LTD.,INE270I01022
516078,Jumbo Bag ltd.,JUMBO,JUMBO BAG LTD.,INE699D01015
516082,N.R.Agarwal Industries Ltd.,NRAGRINDQ,N.R.AGARWAL INDUSTRIES LTD.,INE740D01017
516092,3P LAND HOLDINGS LTD.,3PLAND,3P Land Holdings Ltd,INE105C01023
516096,Sangal Papers Ltd.,SANPA,SANGAL PAPERS LTD.,INE384D01022
516098,Ventura Textiles Ltd.,VENTURA,VENTURA TEXTILES LTD.,INE810C01044
516106,Shree Karthik Papers Ltd.,SHKARTP,SHREE KARTHIK PAPERS LTD.,INE538D01015
516108,South India Paper Mills Ltd.,STHINPA,SOUTH INDIA PAPER MILLS LTD.,INE088G01014
516110,FAMILY CARE HOSPITALS LIMITED,FAMILYCARE,Family Care Hospitals Ltd,INE146N01016
517015,"Vindhya Telelinks Ltd.,",VINDHYATEL,VINDHYA TELELINKS LTD.,INE707A01012
517035,RIR POWER ELECTRONICS LIMITED,RIR,RIR Power Electronics Ltd,INE302D01016
517041,Ador Welding Ltd.,ADORWELD,ADOR WELDING LTD.,INE045A01017
517044,International Data Managements Ltd.,IDM,INTERNATIONAL DATA MANAGEMENT LTD.,INE649R01010
517059,"Salzer Electronics Ltd.,",SALZER,SALZER ELECTRONICS LTD.-$,INE457F01013
517063,Jetking Infotrain Ltd.,JETKINGQ,JETKING INFOTRAIN LTD.,INE919C01019
517119,PCS Technology Ltd.,PCS,PCS TECHNOLOGY LTD.,INE834B01012
517146,Usha Martin Ltd.,USHAMART,USHA MARTIN LTD.,INE228A01035
517166,SPEL Semiconductor Ltd.,SPELS,SPEL SEMICONDUCTOR LTD.,INE252A01019
517168,"Subros Ltd.,",SUBROS,SUBROS LTD.,INE287B01021
517170,Edvenswa Enterprises Limited,EDVENSWA,Edvenswa Enterprises Ltd,INE125G01014
517172,Pervasive Commodities Limited,PERVASIVE,Pervasive Commodities Ltd,INE443P01020
517174,Honeywell Automation India Ltd.,HONAUT,HONEYWELL AUTOMATION INDIA LTD.,INE671A01010
517201,Switching Technologies Gunther Ltd.,SWITCHTE,SWITCHING TECHNOLOGIES GUNTHER LTD.,INE311D01017
517206,"Lumax Industries Ltd.,",LUMAXIND,LUMAX INDUSTRIES LTD.,INE162B01018
517214,DIGISPICE TECHNOLOGIES LIMITED,DIGISPICE,Digispice Technologies Ltd-$,INE927C01020
517230,PAE LTd.,PAEL,PAE LTD.,INE766A01018
517236,"Calcom Vision Ltd.,",CALCOM,CALCOM VISION LTD.,INE216C01010
517238,Dynavision Limited,DYNAVSN,DYNAVISION LTD.,INE083E01010
517246,"BCC Fuba India Ltd.,",BCCFUBA,BCC FUBA INDIA LTD.,INE788D01016
517258,"Precision Electronics Ltd.,",PRECISIO,PRECISION ELECTRONICS LTD.,INE143C01024
517264,Fine-line Circuits Ltd.,FINELINE,FINE-LINE CIRCUITS LTD.,INE087E01011
517271,HBL Power Systems Ltd.,HBLPOWER,HBL POWER SYSTEMS LTD.-$,INE292B01021
517288,Gujarat Poly Electronics Limited,GUJARATPOLY,Gujarat Poly Electronics Ltd,INE541F01022
517300,Gujarat Industries Power Co. Ltd,GIPCL,GUJARAT INDUSTRIES POWER CO.LTD.,INE162A01010
517330,CMI Limited,CMI,CMI LTD.,INE981B01011
517334,Samvardhana Motherson International Limited,MOTHERSON,Samvardhana Motherson International Ltd,INE775A01035
517344,Mindteck (India) Ltd,MINDTECK,MINDTECK (INDIA) LTD.,INE110B01017
517354,Havells India Limited,HAVELLS,HAVELLS INDIA LTD.,INE176B01034
517356,ACI Infocom Ltd.,ACIIN,ACI INFOCOM LTD.,INE167B01025
517360,SBEC Systems (Ind) Ltd.,SBECSYS,SBEC SYSTEMS (INDIA) LTD.,INE689V01018
517370,Incap Ltd,INCAP,INCAP LTD.,INE437C01012
517372,Gujarat Intrux Limited,GUJINTRX,GUJARAT INTRUX LTD.-$,INE877E01015
517380,Igarashi Motors India Ltd.,IGARASHI,IGARASHI MOTORS INDIA LTD.,INE188B01013
517385,Symphony Limited,SYMPHONY,Symphony Limited,INE225D01027
517393,Vintron Informatics Ltd.,VINTRON,VINTRON INFORMATICS LTD.,INE043B01028
517397,Pan Electronics India Ltd.,PANELEC,PAN ELECTRONICS INDIA LTD.,INE648E01010
517399,VXL Instruments Ltd.,VXLINSTR,VXL INSTRUMENTS LTD.,INE756A01019
517411,Shyam Telecom Ltd.,SHYAMTEL,SHYAM TELECOM LTD.,INE635A01023
517415,Lee & Nee Softwares (Exports) Ltd.,LEENEE,LEE & NEE SOFTWARES (EXPORTS) LTD.,INE791B01014
517417,Patels Airtemp (I) Ltd.,PATELSAI,PATELS AIRTEMP (INDIA) LTD.,INE082C01024
517421,Butterfly Gandhimathi Appliances Limited,BUTTERFLY,Butterfly Gandhimathi Appliances Ltd,INE295F01017
517423,Integra Switchgear Ltd.,INTEGSW,INTEGRA SWITCHGEAR LTD.,INE0IPL01018
517429,Athena Global Technologies Limited,ATHENAGLO,Athena Global Technologies Ltd-$,INE576B01019
517431,Narmada Macplast Drip Irrigation Sy,NARMP,NARMADA MACPLAST DRIP IRRIGATION SYSTEMS LTD.,INE060D01010
517437,Dutron  Polymers Ltd.,DUTRON,DUTRON POLYMERS LTD.-$,INE940C01015
517447,R S Software India Ltd.,RSSOFTWARE,R.S.SOFTWARE INDIA LTD.,INE165B01029
517449,Magna Electro Castings Ltd.,MAGNAELQ,MAGNA ELECTRO CASTINGS LTD.-$,INE437D01010
517467,MARSONS LIMITED,MARSONS,MARSONS LIMITED,INE415B01044
517477,Elnet Technologies Ltd.,ELNET,ELNET TECHNOLOGIES LTD.-$,INE033C01019
517494,ACCEL LIMITED,ACCEL,Accel Ltd,INE258C01038
517498,Websol Energy System Limited,WEBELSOLAR,WEBSOL ENERGY SYSTEM LTD.,INE855C01015
517500,Roto Pumps Ltd.,ROTO,ROTO PUMPS LTD.,INE535D01029
517506,TTK Prestige Ltd.,TTKPRESTIG,TTK PRESTIGE LTD.,INE690A01028
517514,D & H India Limited,DHINDIA,D&H India Ltd-$,INE589D01018
517522,Rajratan Global Wire Ltd,RAJGLOWIR,RAJRATAN GLOBAL WIRE LTD.,INE451D01029
517530,Surana Telecom And Power Limited,SURANAT&P,Surana Telecom And Power Limited,INE130B01031
517536,Onward Technologies Ltd.,ONWARDTEC,ONWARD TECHNOLOGIES LTD.,INE229A01017
517544,Centum Electronics Ltd,CENTUM,CENTUM ELECTRONICS LTD.,INE320B01020
517546,Alfa Transformers ltd.,ALFATRAN,ALFA TRANSFORMERS LTD.,INE209C01015
517548,Starlite Components Ltd.,STARLITE,STARLITE COMPONENTS LTD.,INE035C01022
517554,NHC FOODS LIMITED,NHCFOODS,NHC FOODS LTD.,INE141C01028
517556,PVP Ventures Ltd,PVP,PVP VENTURES LTD.,INE362A01016
517562,Trigyn Technologies Ltd.,TRIGYN,TRIGYN TECHNOLOGIES LTD.,INE948A01012
517569,KEI Industries Ltd.,KEI,KEI INDUSTRIES LTD.,INE878B01027
517571,IMP Power Ltd.,INDLMETER,IMP POWERS LTD.,INE065B01013
518011,Keerthi Industries Ltd,KEERTHI,KEERTHI INDUSTRIES LTD.,INE145L01012
518017,Bheema Cements Limited,BHEEMACEM,BHEEMA CEMENTS LTD.,INE333H01020
518029,"Gujarat Sidhee Cement Limited.,",GSCLCEMENT,GUJARAT SIDHEE CEMENT LTD.,INE542A01039
518075,Suraj Products Ltd.,SURAJ,SURAJ PRODUCTS LTD.,INE069E01019
518091,Anjani Portland Cement Ltd.,APCL,ANJANI PORTLAND CEMENT LTD.-$,INE071F01012
519003,Modi Naturals Limited,MODINATUR,Modi Naturals Limited,INE537F01012
519014,Prashant India Ltd,PRSNTIN,PRASHANT INDIA LTD.,INE100E01012
519031,Shah Foods Ltd,SHAHFOOD,SHAH FOODS LTD.,INE455D01012
519064,"Khandelwal Extraction Ltd.,",ZKHANDEN,KHANDELWAL EXTRACTION LTD.,INE687W01010
519091,"Tasty Bite Eatables Ltd.,",TASTYBIT,TASTY BITE EATABLES LTD.,INE488B01017
519097,Ritesh International Ltd,RITESHIN,RITESH INTERNATIONAL LTD.,INE534D01014
519105,AVT Natural Products Ltd.,AVTNPL,AVT NATURAL PRODUCTS LTD.,INE488D01021
519126,"Hindustan Foods Ltd.,",HNDFDS,HINDUSTAN FOODS LTD.,INE254N01026
519136,Nahar Industrial Enterprises Ltd,NAHARINDUS,NAHAR INDUSTRIAL ENTERPRISES LTD.-$,INE289A01011
519152,"Vadilal Enterprises Ltd.,",VADILENT,VADILAL ENTERPRISES LTD.,INE693D01018
519156,"Vadilal Industries Ltd.,",VADILALIND,VADILAL INDUSTRIES LTD.-$,INE694D01016
519174,Ashiana Agro Industries Ltd,ASHAI,ASHIANA AGRO INDUSTRIES LTD.,INE709D01012
519183,ADF Foods Limited.,ADFFOODS,ADF FOODS LTD.-$,INE982B01019
519191,Retro Green Revolution Limited,RGRL,Retro Green Revolution Ltd,INE601N01010
519214,Williamson Financial Services ltd.,WILLIMFI,WILLIAMSON FINANCIAL SERVICES LTD.,INE188E01017
519216,Ajanta Soya Limited,AJANTSOY,AJANTA SOYA LTD.,INE601B01023
519224,William Magor & Company Limited,WILLAMAGOR,WILLIAMSON MAGOR & COMPANY LTD.,INE210A01017
519230,Richirich Inventures Limited,RICHIRICH,Richirich Inventures Limited,INE102C01020
519234,Superior Industrial Enterprises Limited,SIEL,Superior Industrial Enterprises Limited,INE843L01012
519238,Saptarishi Agro Industries Ltd,SPTRSHI,SAPTARISHI AGRO INDUSTRIES LTD.,INE233P01017
519242,Sarda Proteins Ltd,SRDAPRT,SARDA PROTEINS LTD.,INE995U01011
519260,SANWARIA CONSUMER LIMITED,SANWARIA,Sanwaria Consumer Ltd-$,INE890C01046
519262,Prima Agro Ltd.,PRIMAGR,PRIMA AGRO LTD.,INE297D01018
519279,Madhur Industries Limited,MADHURIND,MADHUR INDUSTRIES LTD.,INE110C01015
519285,Tarai Foods Ltd.,TARAI,TARAI FOODS LTD.,INE906C01016
519287,Modern Dairies Ltd.,MODAIRY,MODERN DAIRIES LTD.,INE617B01011
519295,Bambino Agro Industries Ltd,BAMBINO,BAMBINO AGRO INDUSTRIES LTD.,INE921D01013
519299,Prime Industries Ltd.,PRIMIND,PRIME INDUSTRIES LTD.,INE543F01028
519307,Vikas WSP Ltd.,VIKASWSP,VIKAS WSP LTD.,INE706A01022
519331,VSF Projects Limited,VSFPROJ,VSF PROJECTS LTD.,INE923K01014
519353,Bansisons Tea Industries Ltd.,BANSTEA,BANSISONS TEA INDUSTRIES LTD.,INE856E01019
519359,Poona Dal And Oil Industries Ltd.,POONADAL,POONA DAL & OIL INDUSTRIES LTD.,INE809E01018
519367,Transglobe Foods Ltd.,TRANSFD,TRANSGLOBE FOODS LTD.,INE213P01027
519383,Anik Industries Limited,ANIKINDS,ANIK INDUSTRIES LTD.,INE087B01017
519397,Sharat Industries Ltd.,SHINDL,SHARAT INDUSTRIES LTD.,INE220Z01013
519413,DATIWARE MARITIME INFRA LIMITED,DATIWARE,Datiware Maritime Infra Ltd,INE673U01014
519415,KMG Milk Food Limited,KMGMILK,KMG MILK FOOD LTD.,INE873N01015
519421,KSE Ltd.,KSE,KSE LTD.-$,INE953E01014
519439,Pioneer Agro Extracts ltd.,PIONAGR,PIONEER AGRO EXTRACTS LTD.,INE062E01014
519455,Narbada Gems and Jewellery Limited,NARBADA,NARBADA GEMS AND JEWELLERY LTD.,INE540C01021
519457,Virat Crane Industries Ltd,VIRATCRA,VIRAT CRANE INDUSTRIES LTD.,INE295C01014
519463,IB Infotech Enterprises Ltd,IBINFO,IB INFOTECH ENTERPRISES LTD.,INE678B01021
519471,Ambar Protein Industries Limited,AMBARPIL,Ambar Protein Industries Ltd,INE072V01017
